rainfall,temperature,humidity,soil_type,crop_type,acres,water_required
154.56,31.12,72.86,clay,cotton,2.37,242.16
283.18,26.54,89.72,loam,maize,4.4,645.49
266.52,28.85,72.61,loam,sugarcane,1.34,499.68
61.3,32.94,70.33,silt,rice,1.69,314.05
56.59,29.88,60.5,clay,rice,1.12,181.78
144.12,32.41,55.63,sandy,wheat,2.22,383.13
252.64,30.88,85.55,loam,sugarcane,4.94,988.95
296.82,34.8,88.45,clay,rice,1.22,390.23
87.6,34.12,64.84,silt,wheat,4.24,695.81
198.53,30.68,54.51,silt,wheat,3.43,504.02
145.22,33.58,78.51,clay,sugarcane,0.57,210.21
292.48,37.47,46.62,silt,rice,4.75,824.43
260.53,28.65,78.28,sandy,rice,4.87,795.09
259.58,28.26,80.95,clay,cotton,4.66,505.99
167.17,35.28,46.25,sandy,rice,2.76,457.47
153.7,31.65,88.84,silt,wheat,1.49,418.54
118.35,21.42,89.28,sandy,maize,2.26,306.46
64.09,37.84,86.84,sandy,sugarcane,3.26,390.03
266.18,20.62,64.8,sandy,maize,2.2,570.54
253.23,34.97,52.3,sandy,rice,3.69,780.06
299.93,35.18,69.1,clay,wheat,4.08,685.34
299.16,39.06,61.0,silt,maize,1.44,380.82
188.86,21.08,50.3,silt,sugarcane,2.32,285.89
242.25,31.94,61.18,loam,cotton,4.81,889.48
286.19,28.56,73.19,sandy,maize,1.62,439.66
262.41,26.61,43.55,sandy,cotton,2.06,305.94
111.84,21.81,56.67,loam,rice,0.66,193.29
162.64,31.25,40.89,loam,rice,2.0,400.4
82.29,29.58,77.47,sandy,sugarcane,2.17,423.92
288.51,22.09,72.03,silt,cotton,0.95,274.58
201.54,32.25,43.13,loam,cotton,0.51,262.75
107.16,34.76,88.24,sandy,sugarcane,3.09,193.14
217.93,35.35,41.13,silt,maize,1.86,448.26
204.53,38.11,69.5,clay,sugarcane,0.58,175.25
139.54,28.19,78.82,loam,rice,4.37,380.87
78.39,39.06,79.39,loam,cotton,3.13,265.38
217.89,37.31,41.71,silt,wheat,1.27,307.58
180.08,25.93,85.32,clay,wheat,4.39,672.24
243.08,23.19,85.92,silt,rice,1.64,482.27
180.04,28.71,68.07,loam,cotton,1.52,332.51
263.05,28.04,64.1,clay,cotton,4.53,781.11
187.98,31.51,42.24,sandy,sugarcane,1.31,384.48
190.23,31.67,68.1,loam,maize,4.46,433.57
269.16,35.0,60.47,silt,sugarcane,4.11,804.4
150.87,30.2,78.64,silt,wheat,1.89,390.02
83.5,22.1,60.19,silt,cotton,0.65,150.67
57.2,37.17,74.18,silt,maize,0.87,105.67
238.78,26.2,45.07,silt,sugarcane,0.99,366.19
205.08,39.43,46.65,loam,maize,4.51,807.73
226.02,22.36,46.99,clay,wheat,2.32,588.27
103.24,39.17,42.28,silt,maize,0.65,238.08
84.09,21.82,67.07,silt,cotton,3.0,439.53
53.64,24.62,79.7,sandy,maize,1.44,152.18
137.65,20.93,70.52,sandy,maize,1.56,201.15
197.48,34.1,68.75,clay,sugarcane,1.22,286.47
148.06,37.01,74.03,loam,maize,3.93,511.38
159.37,28.68,56.98,loam,maize,0.5,189.16
276.04,38.57,58.1,clay,wheat,2.48,458.37
137.06,31.81,55.71,clay,maize,0.89,236.61
178.5,32.6,75.61,clay,sugarcane,2.99,366.55
245.91,36.91,48.08,silt,sugarcane,2.06,407.09
149.14,25.94,40.65,loam,cotton,0.63,202.61
205.52,27.09,69.81,clay,wheat,2.57,367.62
265.59,38.12,87.12,sandy,rice,3.07,511.98
287.38,38.02,70.47,silt,cotton,1.61,359.9
86.77,39.53,79.15,silt,maize,3.94,389.15
281.65,38.04,73.64,silt,wheat,2.17,508.2
173.03,22.55,64.87,silt,cotton,3.87,532.64
114.56,36.47,75.92,clay,sugarcane,3.11,307.81
164.78,28.2,81.21,silt,wheat,4.41,592.56
295.01,39.82,51.24,sandy,wheat,2.96,643.42
173.15,29.45,56.81,sandy,maize,1.34,305.58
132.19,31.08,51.19,clay,wheat,4.2,757.37
208.35,30.6,62.61,silt,wheat,4.02,493.89
110.04,26.43,84.25,sandy,rice,4.88,377.41
68.97,21.5,57.26,loam,maize,0.92,122.73
82.22,37.91,58.72,silt,wheat,3.16,264.11
82.01,36.05,83.02,clay,wheat,2.71,341.65
87.98,22.79,65.77,loam,rice,3.52,405.2
84.71,35.54,66.77,silt,rice,4.91,729.22
210.22,32.52,83.04,loam,sugarcane,2.9,596.33
95.47,28.18,64.53,silt,maize,3.59,485.53
136.42,25.08,74.08,silt,rice,2.06,319.92
274.2,37.19,44.28,sandy,wheat,1.85,427.75
168.49,34.0,48.93,loam,rice,2.01,328.18
216.89,30.95,60.22,loam,cotton,0.67,237.4
93.08,32.19,64.74,clay,sugarcane,1.78,255.89
98.07,21.82,88.29,clay,sugarcane,1.28,189.99
60.22,29.48,88.53,loam,maize,2.56,240.37
92.23,23.87,82.56,sandy,sugarcane,2.57,374.37
119.65,24.17,55.78,sandy,maize,3.94,550.99
94.25,33.23,88.2,silt,cotton,2.76,227.36
72.18,38.23,74.47,clay,wheat,2.58,203.83
80.16,28.08,59.65,clay,cotton,1.54,154.95
165.19,24.15,75.08,clay,maize,4.34,394.75
101.58,32.97,40.83,silt,maize,0.91,224.57
141.07,37.42,47.31,sandy,maize,4.92,555.03
175.85,34.97,81.48,clay,wheat,2.64,296.95
222.6,37.38,72.28,silt,maize,1.34,351.33
59.83,30.73,58.21,loam,cotton,2.09,311.65
249.85,35.04,65.03,sandy,wheat,0.57,310.95
206.98,22.8,85.26,loam,cotton,1.25,327.57
70.44,26.97,71.58,clay,wheat,2.01,268.23
268.39,27.79,59.91,silt,maize,2.99,480.01
280.22,30.23,46.02,sandy,wheat,1.08,414.98
65.27,38.58,54.69,clay,rice,3.54,524.45
119.22,37.49,88.92,sandy,cotton,4.3,441.77
251.55,22.69,61.87,silt,rice,3.08,445.52
237.06,23.46,63.59,silt,rice,1.84,337.69
96.13,27.15,64.93,clay,maize,1.05,171.43
102.34,25.81,84.21,sandy,maize,0.57,126.13
142.62,32.3,70.2,silt,rice,3.79,488.25
171.13,38.06,74.68,sandy,wheat,3.33,391.55
204.56,39.25,59.47,sandy,maize,2.64,541.12
142.23,33.07,41.45,loam,cotton,0.96,297.94
165.63,36.76,86.55,clay,rice,1.43,352.03
236.87,30.5,87.46,clay,cotton,4.17,775.84
59.17,24.17,87.46,sandy,cotton,2.66,225.97
113.11,30.49,87.18,loam,cotton,4.83,649.12
228.34,31.1,80.76,sandy,rice,5.0,512.9
273.8,34.85,74.23,clay,sugarcane,4.1,884.99
177.92,24.4,82.23,clay,maize,1.66,309.33
183.03,27.37,70.03,sandy,cotton,1.54,342.31
76.79,27.28,46.72,sandy,rice,1.64,301.49
161.85,39.19,59.56,sandy,sugarcane,4.94,486.17
183.15,28.88,88.56,clay,rice,2.01,375.99
110.62,35.1,57.56,sandy,maize,3.68,662.52
117.31,35.02,83.39,sandy,rice,4.82,493.02
144.32,25.31,44.66,silt,wheat,4.19,606.21
55.02,31.44,56.71,clay,wheat,3.19,343.11
130.52,37.89,57.55,sandy,cotton,1.26,196.96
102.86,29.5,42.58,loam,rice,1.29,218.38
131.87,38.9,45.95,clay,rice,2.72,485.01
79.94,24.29,49.66,sandy,cotton,4.78,343.69
272.63,21.48,81.89,sandy,cotton,4.57,611.74
198.4,37.83,43.17,silt,sugarcane,1.25,306.53
219.78,36.95,54.94,silt,rice,1.79,364.86
247.29,39.85,40.51,clay,maize,3.15,534.12
174.61,33.59,74.78,silt,maize,2.65,524.5
71.73,38.73,71.02,silt,maize,1.04,228.34
184.28,36.54,72.25,clay,cotton,2.16,384.45
196.71,36.89,58.72,loam,cotton,4.8,466.0
236.36,31.38,50.41,sandy,cotton,4.78,554.05
157.91,27.65,76.02,sandy,maize,3.02,445.35
81.9,38.69,80.56,silt,sugarcane,3.36,535.2
120.94,28.64,46.93,sandy,wheat,1.5,192.15
140.77,30.78,64.34,silt,rice,3.84,580.73
211.48,28.92,52.44,clay,wheat,0.74,246.1
192.69,31.3,48.41,clay,rice,1.49,363.1
139.02,29.41,76.72,clay,cotton,0.53,218.14
296.63,20.96,66.9,sandy,maize,2.24,476.44
201.44,37.64,50.81,silt,wheat,4.33,848.7
109.31,28.89,55.5,silt,cotton,4.92,798.99
75.45,31.78,88.33,sandy,rice,3.5,496.57
88.21,22.78,82.43,clay,wheat,3.85,457.52
111.49,20.07,84.0,loam,wheat,1.68,286.71
90.17,24.91,63.0,silt,wheat,2.84,317.41
96.64,34.09,71.19,silt,wheat,3.81,522.56
121.27,21.98,58.84,sandy,wheat,2.74,404.9
93.34,38.18,43.89,loam,cotton,0.9,171.61
274.19,24.3,60.05,clay,rice,3.83,508.81
70.06,24.09,69.7,silt,rice,1.49,230.53
181.13,23.63,54.36,sandy,sugarcane,0.94,266.35
152.6,20.28,82.4,loam,maize,2.65,267.13
295.59,35.44,47.56,sandy,wheat,0.84,404.86
78.01,37.5,58.36,loam,rice,3.33,485.7
149.46,32.28,46.25,sandy,maize,3.38,569.79
292.37,23.76,60.24,loam,maize,1.66,491.48
266.38,25.71,41.98,silt,cotton,4.84,648.0
254.27,29.52,53.63,loam,wheat,4.21,844.19
114.48,39.09,60.04,clay,sugarcane,0.99,154.42
92.72,24.95,63.91,silt,maize,3.87,298.32
217.16,34.63,67.18,clay,cotton,2.09,442.11
282.34,28.79,53.75,silt,wheat,3.88,570.54
189.19,25.96,66.15,loam,rice,4.1,816.46
192.9,29.12,65.45,silt,sugarcane,1.18,348.55
119.99,21.42,55.81,sandy,wheat,3.48,338.71
242.37,35.97,81.51,loam,cotton,4.38,908.8
96.76,24.87,67.28,sandy,cotton,1.96,366.81
130.92,34.51,56.61,sandy,cotton,0.86,198.76
156.36,21.37,87.37,sandy,cotton,0.62,223.42
176.9,39.1,82.26,sandy,cotton,1.0,320.06
110.6,23.86,89.13,clay,sugarcane,0.52,164.03
78.71,37.65,74.61,loam,maize,1.97,227.07
202.66,36.19,58.91,sandy,maize,1.85,383.72
122.16,39.36,54.04,clay,rice,1.0,256.23
195.31,29.56,73.17,silt,maize,3.43,443.34
88.59,34.55,89.04,sandy,cotton,4.96,424.79
170.29,27.41,71.34,sandy,maize,4.55,709.33
183.15,23.69,84.08,clay,maize,1.64,393.21
62.96,28.86,56.46,silt,cotton,3.96,433.74
134.15,23.31,60.35,silt,sugarcane,4.72,819.31
83.6,39.64,85.31,clay,cotton,4.58,409.89
65.84,21.92,77.84,sandy,maize,4.48,412.67
297.49,31.78,89.07,loam,maize,4.04,664.44
130.59,32.53,78.74,clay,rice,1.82,263.92
252.47,30.76,62.43,loam,cotton,0.88,274.11
113.66,33.24,66.55,sandy,rice,2.7,353.24
220.38,22.32,85.03,sandy,rice,0.75,266.67
240.06,31.1,67.58,silt,wheat,4.99,809.44
198.91,25.74,52.77,sandy,rice,2.11,529.12
167.89,38.8,61.78,silt,maize,4.81,617.1
152.96,35.24,65.82,silt,maize,3.98,484.62
137.22,39.45,44.84,sandy,wheat,2.35,390.64
282.38,20.75,77.19,silt,wheat,1.03,428.31
257.65,25.7,45.47,sandy,cotton,1.57,459.75
291.26,23.91,60.25,silt,wheat,3.53,803.91
81.07,20.22,80.23,silt,sugarcane,4.23,361.42
232.72,24.85,63.38,sandy,maize,4.91,452.34
284.59,33.58,82.1,loam,maize,1.09,394.28
95.31,24.62,57.09,clay,wheat,1.2,186.06
66.62,30.18,87.88,sandy,wheat,0.69,185.71
235.28,37.76,50.47,silt,maize,1.67,469.07
193.62,33.88,41.91,clay,wheat,4.19,664.43
260.46,27.89,83.62,loam,cotton,1.39,471.57
84.94,27.45,77.61,sandy,wheat,2.97,249.55
248.82,29.11,51.6,silt,wheat,2.51,521.58
100.41,23.54,89.24,silt,cotton,1.97,328.59
90.91,32.68,65.11,sandy,cotton,3.28,326.71
91.07,27.28,87.55,silt,cotton,2.76,413.41
253.64,37.05,65.25,clay,maize,2.01,478.1
216.3,35.13,63.59,silt,wheat,3.6,506.86
180.77,32.21,62.46,clay,cotton,1.76,335.07
139.71,27.28,56.74,clay,cotton,3.39,445.87
269.3,24.2,66.69,sandy,maize,4.81,665.88
148.11,35.52,62.63,silt,sugarcane,3.78,424.81
254.15,29.73,41.84,clay,wheat,2.38,592.76
159.78,24.5,53.02,silt,sugarcane,3.86,537.27
144.24,23.9,50.66,clay,sugarcane,4.14,424.57
165.67,23.31,83.37,loam,cotton,1.97,376.12
125.34,35.54,69.94,sandy,maize,3.67,674.23
236.9,24.58,78.18,sandy,wheat,2.45,451.49
175.68,30.53,87.84,sandy,wheat,4.18,528.32
108.05,29.03,72.2,clay,wheat,1.83,358.15
274.89,31.59,89.13,loam,sugarcane,4.72,633.35
145.97,37.54,55.59,clay,rice,3.09,521.14
185.89,37.35,49.31,sandy,maize,2.09,398.15
276.62,29.02,60.17,clay,rice,2.39,509.81
206.06,20.31,63.54,sandy,sugarcane,2.07,447.77
79.22,28.53,84.77,silt,cotton,1.16,242.5
284.96,32.12,68.0,clay,rice,0.81,412.3
206.93,31.16,54.61,silt,rice,1.95,376.26
133.73,33.03,77.13,clay,maize,2.56,362.85
84.82,23.08,65.29,sandy,sugarcane,2.13,217.14
248.51,32.93,48.11,silt,maize,0.56,313.58
205.02,23.65,68.84,clay,cotton,3.11,459.28
183.37,35.01,85.57,sandy,wheat,1.15,295.91
273.47,26.78,82.13,clay,sugarcane,1.45,395.45
247.15,34.2,69.34,silt,cotton,1.04,325.26
87.92,20.96,58.85,clay,cotton,2.84,338.97
127.93,28.16,44.35,clay,rice,0.93,190.64
112.12,34.1,63.48,silt,maize,1.65,271.58
235.99,24.54,77.6,sandy,rice,2.53,351.91
58.38,35.91,58.01,clay,rice,1.25,221.1
192.47,32.62,51.77,clay,wheat,2.51,438.14
240.61,31.75,86.57,loam,maize,2.04,313.76
269.19,27.07,81.08,loam,wheat,4.37,556.82
135.52,29.65,71.91,sandy,cotton,4.08,782.83
255.31,31.95,46.84,silt,wheat,4.97,994.62
77.66,29.45,47.25,sandy,cotton,2.88,268.19
261.61,33.97,45.16,sandy,rice,3.09,471.02
81.87,28.67,70.81,sandy,wheat,4.76,649.09
149.32,24.05,45.78,clay,maize,2.3,456.51
249.32,24.28,82.13,clay,wheat,3.0,526.67
87.48,20.12,89.65,sandy,cotton,2.21,321.99
107.31,26.02,58.32,sandy,sugarcane,2.96,475.06
230.56,34.98,62.68,loam,maize,0.86,322.43
230.01,35.88,75.58,silt,cotton,4.03,694.39
210.29,24.05,86.86,sandy,sugarcane,4.93,526.81
223.49,39.18,84.7,loam,maize,0.8,308.05
185.68,30.05,42.88,sandy,sugarcane,4.1,352.63
112.95,38.34,48.45,silt,rice,1.59,288.48
136.42,34.14,77.73,sandy,rice,1.39,290.27
95.4,34.45,74.44,silt,wheat,3.62,505.62
277.11,21.7,46.66,clay,wheat,0.7,298.89
195.85,24.4,65.1,silt,wheat,2.58,558.87
150.21,20.18,79.04,sandy,wheat,0.51,185.98
165.5,34.32,50.94,loam,sugarcane,2.99,347.23
286.82,26.89,83.56,clay,maize,2.58,440.23
88.34,35.73,42.65,loam,maize,4.62,352.46
196.56,26.78,79.11,sandy,wheat,3.74,589.65
176.47,36.39,70.79,clay,rice,1.07,198.11
202.86,22.61,55.76,loam,cotton,2.1,311.82
54.53,23.47,76.05,sandy,wheat,4.69,372.88
268.03,26.82,79.12,loam,wheat,3.76,743.15
283.03,28.17,86.69,silt,rice,3.17,649.4
191.28,26.97,58.39,silt,cotton,3.02,391.74
224.16,35.27,74.3,sandy,sugarcane,2.29,579.32
280.62,21.94,70.13,loam,sugarcane,3.13,641.84
226.81,27.02,66.26,sandy,cotton,3.97,572.39
88.13,36.74,84.52,loam,cotton,1.07,158.98
194.07,21.34,40.16,clay,sugarcane,4.86,664.35
201.68,38.85,54.11,sandy,wheat,1.58,398.37
156.03,39.73,66.91,sandy,wheat,2.51,391.67
234.11,21.77,48.91,loam,rice,0.6,291.79
283.59,25.83,85.39,sandy,cotton,2.98,580.2
281.39,27.45,72.38,clay,wheat,2.22,545.42
162.71,35.53,63.89,loam,wheat,1.62,315.99
78.31,31.92,80.74,loam,rice,4.93,711.96
296.21,32.89,62.54,loam,cotton,2.43,445.81
259.72,35.15,67.93,clay,rice,2.36,597.48
81.17,22.36,40.14,clay,rice,2.58,428.52
280.21,36.66,58.29,sandy,sugarcane,1.02,379.55
267.47,34.11,46.94,loam,rice,2.27,406.15
179.71,31.55,74.48,clay,cotton,2.01,301.13
197.82,37.79,63.95,silt,wheat,2.59,593.23
149.75,34.01,55.09,sandy,wheat,4.35,811.32
63.69,24.03,63.39,clay,sugarcane,1.37,147.78
133.8,28.59,50.48,clay,cotton,3.23,450.05
250.71,29.88,86.25,clay,wheat,0.67,377.28
51.16,21.1,42.7,sandy,rice,1.93,213.52
133.37,39.09,83.27,clay,maize,2.63,276.81
149.54,22.57,65.57,clay,maize,0.83,193.54
184.35,33.95,70.95,silt,maize,2.95,470.62
279.96,30.12,55.13,silt,maize,1.9,432.34
136.59,20.51,88.33,silt,rice,4.97,849.71
136.74,38.49,54.09,clay,wheat,3.34,511.75
234.38,37.04,69.44,silt,sugarcane,1.6,309.71
163.05,30.49,89.67,loam,rice,0.96,334.25
106.15,24.58,84.05,silt,wheat,0.68,172.64
163.11,22.43,66.82,silt,cotton,0.91,261.17
85.21,27.27,89.52,clay,wheat,3.56,451.33
94.1,25.11,75.07,loam,wheat,4.35,524.07
174.59,30.13,50.44,silt,wheat,1.21,277.65
154.73,39.33,60.28,clay,rice,2.31,462.32
278.71,31.5,56.72,loam,wheat,2.09,524.91
140.6,37.8,57.2,silt,wheat,3.4,550.89
195.15,33.02,78.02,clay,cotton,1.32,263.38
208.07,29.5,69.21,loam,cotton,4.79,671.97
53.27,37.09,41.9,silt,maize,3.78,249.91
215.88,29.43,83.87,loam,rice,4.8,832.52
94.51,37.37,54.84,loam,wheat,1.75,312.07
290.27,25.83,89.85,clay,maize,3.14,608.06
87.17,22.58,87.71,sandy,maize,3.8,521.5
153.66,37.11,87.03,loam,rice,3.7,390.93
71.34,31.75,80.56,loam,maize,0.6,125.99
299.22,37.78,51.03,loam,maize,4.99,970.53
175.55,38.76,66.63,loam,rice,4.68,674.41
198.85,21.07,51.22,loam,sugarcane,1.04,297.43
66.77,30.02,52.98,sandy,maize,2.95,357.12
237.49,27.5,70.55,clay,cotton,1.92,489.53
102.48,32.52,42.04,sandy,maize,4.46,659.86
274.51,35.87,88.47,clay,rice,3.64,803.22
101.28,25.61,85.93,sandy,rice,1.51,262.8
97.67,31.14,59.04,clay,sugarcane,0.65,192.68
59.14,34.17,65.77,silt,sugarcane,1.81,320.89
168.02,22.69,63.31,loam,cotton,0.67,218.66
191.21,36.28,84.11,clay,cotton,1.14,345.79
66.43,32.12,74.43,clay,maize,3.36,561.05
243.88,38.99,53.91,loam,sugarcane,3.85,440.69
163.32,26.79,62.34,silt,cotton,2.61,389.13
181.1,22.16,61.45,loam,maize,3.2,474.03
160.19,30.13,87.97,clay,wheat,1.2,289.11
150.19,21.72,48.77,clay,maize,1.93,473.53
189.91,39.39,44.48,loam,cotton,3.71,497.86
88.81,20.77,84.03,sandy,maize,2.14,265.48
95.48,35.07,84.83,loam,wheat,2.07,416.78
265.45,30.5,83.59,clay,cotton,1.37,316.0
286.53,27.37,65.55,clay,maize,3.18,611.99
143.33,21.32,72.99,clay,cotton,4.14,507.86
117.69,32.44,68.17,silt,maize,2.61,418.31
211.0,31.7,43.47,loam,rice,1.02,265.1
152.18,25.62,69.79,silt,cotton,4.27,476.13
56.35,38.2,40.68,loam,cotton,0.82,124.21
89.04,26.08,56.25,silt,cotton,2.62,322.39
228.99,28.99,86.61,sandy,cotton,1.67,471.03
214.73,30.88,55.2,clay,maize,4.71,603.6
56.77,22.0,86.99,clay,sugarcane,3.82,318.63
105.49,38.64,52.51,loam,maize,3.05,482.08
107.77,27.49,55.73,clay,wheat,3.5,260.3
217.97,21.62,71.42,silt,rice,2.9,402.68
54.93,27.75,78.08,sandy,maize,1.16,192.0
76.03,32.0,65.07,silt,maize,3.69,449.11
249.98,30.27,84.11,silt,cotton,2.72,621.63
94.64,33.89,42.01,loam,wheat,3.35,279.25
213.19,21.11,86.11,clay,cotton,0.7,278.59
109.55,25.69,49.82,silt,cotton,1.14,223.96
74.86,36.38,84.21,loam,sugarcane,3.15,513.83
110.79,21.6,60.04,silt,rice,2.57,368.98
230.57,37.11,81.64,silt,sugarcane,1.52,403.47
263.92,21.84,73.58,silt,cotton,1.58,333.57
257.55,36.69,48.8,loam,rice,3.34,623.7
149.3,27.22,85.9,sandy,maize,0.77,248.9
217.02,32.24,52.28,silt,wheat,2.45,472.48
101.25,23.06,52.21,silt,sugarcane,2.85,323.18
123.29,21.32,80.71,loam,wheat,1.89,336.42
274.08,24.32,45.29,clay,cotton,4.19,538.46
53.25,22.56,51.1,sandy,rice,0.76,159.79
71.38,26.25,65.18,loam,maize,4.4,714.68
101.97,30.29,81.52,clay,rice,3.75,630.42
56.63,31.78,47.37,loam,wheat,2.51,271.31
95.36,35.8,67.38,loam,wheat,4.66,407.7
195.76,33.12,75.56,sandy,maize,3.66,406.02
155.36,32.18,83.03,sandy,maize,4.69,667.29
273.17,28.24,86.78,sandy,rice,2.63,494.08
254.36,29.48,79.23,sandy,sugarcane,2.54,460.1
135.45,28.29,72.64,clay,rice,2.89,273.78
114.86,36.84,61.68,silt,wheat,0.79,217.32
144.92,24.6,45.61,loam,rice,4.59,760.87
197.57,20.11,75.49,sandy,cotton,3.5,514.5
117.02,33.03,89.64,silt,rice,3.28,261.04
206.04,24.05,76.84,clay,rice,4.67,694.72
152.35,37.8,40.84,sandy,cotton,4.97,898.67
188.01,37.18,64.81,loam,wheat,1.24,267.71
159.03,21.53,70.73,silt,maize,3.87,550.96
123.62,22.13,74.48,sandy,rice,3.11,588.96
287.11,29.9,75.99,loam,sugarcane,2.57,475.47
240.9,32.18,67.91,silt,maize,4.9,787.3
85.03,25.5,51.17,loam,sugarcane,4.33,536.01
267.12,34.34,87.11,clay,rice,3.64,843.22
171.86,31.9,74.83,sandy,sugarcane,2.22,372.01
273.64,26.5,51.84,sandy,maize,3.5,812.09
249.96,20.51,56.12,loam,sugarcane,2.89,553.54
156.3,35.0,86.1,silt,sugarcane,1.62,403.68
55.62,24.3,84.37,sandy,maize,2.53,287.39
117.17,36.69,60.26,loam,maize,1.45,314.4
185.41,28.41,41.92,clay,maize,2.75,538.83
208.37,31.54,42.42,sandy,maize,3.74,470.35
114.47,37.46,54.2,loam,cotton,0.66,179.29
84.84,37.27,71.46,silt,rice,3.94,558.2
258.73,27.43,69.21,sandy,maize,0.59,298.9
296.1,24.18,71.69,sandy,wheat,2.83,635.44
181.42,35.5,75.86,clay,sugarcane,3.08,501.27
92.92,28.66,40.95,loam,maize,3.93,567.03
118.08,23.84,45.25,silt,maize,3.92,346.35
54.6,38.09,57.97,clay,rice,2.38,245.04
278.57,23.96,47.74,clay,maize,0.8,394.51
79.44,20.52,43.77,clay,cotton,3.62,501.01
194.13,20.41,72.05,loam,wheat,2.8,401.6
118.51,32.45,80.77,loam,wheat,2.0,281.39
188.54,33.23,77.63,sandy,maize,1.56,298.96
212.86,26.22,80.85,loam,rice,1.04,377.06
257.44,26.4,73.29,clay,maize,1.83,449.05
101.61,26.79,76.77,loam,sugarcane,2.56,291.21
52.75,33.6,53.59,silt,wheat,2.65,446.05
84.22,21.16,89.65,sandy,sugarcane,3.12,438.44
275.0,38.58,49.16,clay,cotton,2.13,577.87
268.47,24.45,50.72,sandy,wheat,4.64,734.48
199.35,39.99,54.45,loam,wheat,2.73,351.88
200.13,23.43,88.77,sandy,cotton,2.41,524.07
216.26,35.43,89.41,sandy,sugarcane,0.72,305.52
93.84,24.47,79.74,loam,maize,3.2,362.57
278.6,21.62,71.45,sandy,rice,3.21,646.94
154.69,37.5,66.0,loam,sugarcane,3.12,311.14
145.78,37.18,88.53,clay,cotton,4.49,432.57
179.73,28.07,74.78,sandy,cotton,3.93,551.81
61.74,34.05,87.24,silt,cotton,4.4,621.61
91.57,31.14,55.83,silt,wheat,0.77,111.47
234.51,37.06,56.69,clay,maize,1.93,326.26
70.7,26.3,82.74,loam,wheat,1.93,327.31
200.79,30.47,47.49,loam,wheat,3.46,466.44
111.34,29.71,87.3,sandy,wheat,2.52,473.05
147.32,27.08,65.37,sandy,cotton,4.0,439.23
122.17,37.83,86.32,silt,sugarcane,2.23,404.39
138.92,23.32,56.84,silt,rice,1.5,246.75
229.76,22.99,75.8,loam,rice,1.81,353.88
124.28,31.54,64.14,silt,maize,1.32,264.23
191.6,33.15,71.34,loam,maize,1.39,386.01
169.01,23.89,65.22,clay,cotton,1.48,362.39
215.92,27.81,88.36,clay,rice,0.57,372.54
284.21,38.93,74.61,silt,sugarcane,3.72,430.71
233.14,24.93,52.57,sandy,cotton,2.3,587.08
103.74,33.37,85.48,silt,maize,0.6,177.95
57.8,34.8,54.7,silt,cotton,2.17,288.19
115.57,28.96,58.58,silt,maize,4.57,576.98
198.77,38.75,45.11,sandy,rice,2.8,418.22
62.86,34.73,85.0,silt,cotton,4.94,635.78
174.09,29.16,54.31,sandy,wheat,2.93,439.12
199.21,31.39,52.95,silt,maize,4.83,664.25
133.56,33.85,86.01,sandy,wheat,1.41,308.33
242.73,31.84,80.28,sandy,maize,1.8,443.23
76.65,37.57,47.05,sandy,wheat,3.65,345.25
68.78,27.14,78.47,sandy,rice,4.94,382.62
232.05,26.0,85.65,sandy,rice,4.21,451.69
173.87,24.28,43.93,clay,sugarcane,2.99,352.31
222.1,20.76,81.26,loam,sugarcane,0.88,284.86
158.71,20.86,67.37,loam,sugarcane,2.14,318.45
111.6,37.4,73.46,sandy,cotton,0.89,158.51
254.78,33.57,64.64,loam,maize,1.9,353.72
249.85,33.21,74.89,sandy,cotton,1.66,464.7
223.67,32.29,41.7,silt,sugarcane,2.25,394.41
118.04,36.98,78.14,clay,maize,4.27,657.59
197.56,29.61,41.67,silt,cotton,1.18,325.95
140.24,37.41,62.76,silt,rice,1.88,314.71
72.9,27.19,47.55,sandy,maize,1.68,227.92
279.33,38.53,81.18,silt,sugarcane,1.83,482.67
84.2,33.97,55.68,clay,rice,2.12,325.0
287.56,25.14,62.7,silt,maize,1.6,504.84
161.5,31.28,61.44,clay,cotton,4.74,548.58
96.28,30.66,78.63,clay,sugarcane,2.39,382.76
185.48,22.76,64.06,sandy,cotton,1.01,340.26
268.24,31.82,79.45,clay,rice,2.6,618.92
233.06,26.3,43.68,silt,rice,1.33,412.18
251.64,21.05,49.58,sandy,rice,1.47,289.15
214.7,38.97,67.58,clay,maize,1.78,504.19
223.07,32.83,87.35,clay,sugarcane,1.06,353.75
262.3,37.54,43.74,loam,rice,3.75,641.67
112.42,33.52,42.15,sandy,cotton,4.06,723.31
172.36,27.14,47.83,loam,sugarcane,2.27,379.41
105.3,30.25,72.06,clay,cotton,3.6,597.88
296.92,33.51,59.95,loam,cotton,2.25,570.92
286.01,39.21,81.28,silt,rice,1.24,425.43
59.86,25.07,43.6,silt,sugarcane,2.29,400.23
226.39,37.5,49.82,clay,wheat,3.01,418.38
281.31,38.48,55.0,loam,maize,0.68,284.51
95.14,33.41,71.34,loam,wheat,3.45,279.71
191.99,38.63,74.26,sandy,maize,3.84,371.94
278.87,27.96,46.21,silt,sugarcane,4.37,765.63
58.49,39.06,87.19,silt,rice,0.96,150.68
224.36,34.06,57.05,sandy,sugarcane,0.5,299.14
124.34,20.84,75.66,silt,wheat,0.83,223.83
281.1,38.14,66.21,loam,cotton,4.66,621.2
292.76,29.69,51.14,loam,maize,3.95,729.44
286.07,29.21,82.31,silt,maize,4.26,746.39
